predict informations:
poly_1619 x2x1x3 899.8228823244572
poly_668 x3x1x2 899.8209685385227
poly_906 x3x1x2 899.8207632601261
poly_467 x2x3x1 899.8272458612919
poly_1810 x2x3x1 899.7721363604069
poly_1471 x3x1x2 899.8199428617954
poly_848 x3x1x2 899.8238684237003
poly_762 x2x3x1 899.822452455759
poly_1525 x3x1x2 899.8222571909428
poly_1863 x1x2x3 899.8245631754398
poly_1906 x2x3x1 899.8303398191929
poly_1156 x1x2x3 899.8262929022312
poly_1390 x2x3x1 899.8300189077854
poly_643 x1x3x2 899.7764722406864
poly_535 x2x3x1 899.8222619593143
poly_1806 x2x1x3 899.8189217150211
poly_1059 x1x3x2 899.8107699453831
poly_1380 x1x3x2 899.8283347189426
poly_103 x1x2x3 899.8254281580448
poly_1268 x1x2x3 899.8266140520573
poly_665 x3x1x2 899.8242777884007
poly_689 x1x3x2 899.7663363516331
poly_80 x1x3x2 899.8228324949741
poly_1367 x1x2x3 899.7746252119541
poly_1568 x1x3x2 899.8120729029179
poly_1435 x3x2x1 899.823499828577
poly_1443 x3x2x1 899.821202903986
poly_1024 x2x1x3 899.8165012896061
poly_609 x1x3x2 899.822370916605
poly_511 x1x3x2 899.8313230574131
poly_1209 x1x2x3 899.8098946630955
poly_451 x1x3x2 899.818653446436
poly_963 x2x3x1 899.7746003687382
poly_469 x1x3x2 899.7669259130955
poly_595 x2x1x3 899.822280985117
poly_698 x2x1x3 899.7630413591862
poly_592 x2x1x3 899.8203543245793
poly_1541 x1x2x3 899.773895841837
poly_746 x2x1x3 899.8150459349156
poly_1056 x1x3x2 899.8253284513951
poly_806 x2x3x1 899.8288878023625
poly_1311 x2x1x3 899.7712429583073
poly_1183 x2x1x3 899.8282116472722
poly_1950 x3x2x1 899.8263066828251
poly_1887 x3x1x2 899.7636874735356
poly_352 x1x2x3 899.8179200708867
poly_818 x1x3x2 899.8179644167424
poly_910 x3x1x2 899.7661975443364
poly_108 x3x1x2 899.7796329081059
poly_1084 x3x1x2 899.8239720880986
poly_892 x1x2x3 899.8169635355473
poly_1363 x1x3x2 899.8192111074925
poly_617 x3x2x1 899.8146256029606
poly_265 x1x2x3 899.826187235117
poly_1720 x1x2x3 899.825344902277
poly_1139 x3x1x2 899.8128741800786
poly_1889 x1x3x2 899.811288458109
poly_1307 x3x2x1 899.7652662813664
poly_1280 x3x2x1 899.8264409124852
poly_1014 x3x1x2 899.8219386160374
poly_1569 x3x2x1 899.7725175440312
poly_1676 x1x2x3 899.8310016214848
poly_1136 x3x2x1 899.7720919668675
poly_1197 x2x3x1 899.7660478174687
poly_135 x2x3x1 899.8229692995549
poly_388 x2x3x1 899.8299063265324
poly_674 x2x1x3 899.8255632936955
poly_858 x1x2x3 899.8288227140904
poly_556 x2x1x3 899.819536548853
poly_1482 x3x1x2 899.8199592649937
poly_1271 x1x3x2 899.8222646713257
poly_1320 x3x2x1 899.8220236301422
poly_1693 x1x2x3 899.8237767219543
poly_1423 x3x2x1 899.8214771747589
poly_1467 x1x2x3 899.8258669376373
poly_1009 x2x1x3 899.823543548584
poly_259 x2x1x3 899.827835559845
poly_250 x2x1x3 899.823367357254
poly_1261 x1x3x2 899.7680382728577
poly_606 x3x2x1 899.8230016231537
poly_633 x2x1x3 899.8315391540527
poly_1943 x3x1x2 899.8249502182007
poly_1526 x3x1x2 899.7743091583252
poly_1992 x3x2x1 899.829256772995
poly_678 x3x2x1 899.830427646637
poly_1339 x3x2x1 899.8164968490601
poly_738 x3x1x2 899.8186104297638
poly_1193 x3x2x1 899.7568671703339
poly_728 x1x2x3 899.7693066596985
poly_1188 x1x3x2 899.8285105228424
poly_142 x1x3x2 899.8164193630219
poly_1624 x3x1x2 899.8202540874481
poly_1841 x2x3x1 899.8273873329163
poly_631 x3x2x1 899.8285548686981
poly_1171 x2x1x3 899.8241958618164
poly_378 x2x1x3 899.8200767040253
poly_1250 x1x2x3 899.8192291259766
poly_1555 x3x2x1 899.8306243419647
poly_27 x2x3x1 899.7723684310913
poly_401 x2x3x1 899.8272466659546
poly_283 x1x2x3 899.8273384571075
poly_885 x2x3x1 899.8097920417786
poly_998 x1x3x2 899.7785456180573
poly_1305 x1x2x3 899.8161561489105
poly_1585 x3x2x1 899.775851726532
poly_134 x2x3x1 899.7677745819092
poly_1342 x1x2x3 899.7730283737183
poly_1486 x2x3x1 899.8252139091492
poly_630 x3x1x2 899.8236434459686
poly_1933 x3x2x1 899.766181230545
poly_434 x1x2x3 899.8178419113159
poly_529 x1x3x2 899.8189982414245
poly_476 x3x1x2 899.8297270774841
poly_379 x2x1x3 899.7626952171325
poly_1190 x3x2x1 899.7742787837982
poly_498 x1x2x3 899.7715636730194
poly_1660 x1x2x3 899.8168412685394
poly_86 x3x2x1 899.8050381183624
poly_253 x2x1x3 899.8213786125183
poly_1562 x2x3x1 899.8140260219574
poly_1381 x3x1x2 899.8207596778869
poly_2 x2x1x3 899.8265022277832
poly_1296 x2x3x1 899.7696992397308
poly_1147 x3x2x1 899.7630774021148
poly_463 x2x1x3 899.7723354339599
poly_1907 x2x1x3 899.775501871109
poly_557 x3x2x1 899.8228177070617
poly_1839 x1x3x2 899.7720827102661
poly_1814 x2x1x3 899.773655796051
poly_140 x2x3x1 899.8271659851074
poly_1132 x2x1x3 899.8255566596985
poly_1224 x2x1x3 899.8240932464599
poly_289 x2x1x3 899.8293913841247
poly_1127 x3x1x2 899.7644218444824
poly_563 x3x2x1 899.820081615448
poly_251 x2x1x3 899.8119484424591
poly_1035 x1x3x2 899.7743834495544
poly_1783 x1x3x2 899.817448759079
poly_803 x2x1x3 899.7709363937378
poly_101 x3x1x2 899.7618414402008
poly_1599 x2x3x1 899.7722884654999
poly_373 x2x1x3 899.8228012561798
poly_175 x1x2x3 899.8301998615265
poly_1539 x1x3x2 899.7674092292785
poly_1088 x1x3x2 899.7747141361236
poly_1507 x2x1x3 899.7676915168762
poly_652 x2x3x1 899.7769197463989
poly_1039 x3x1x2 899.773868227005
poly_1422 x3x1x2 899.8204018115997
poly_277 x3x1x2 899.8290025234222
poly_949 x3x1x2 899.8183611035347
poly_1787 x1x3x2 899.8084481358528
poly_1607 x1x2x3 899.8181701302528
poly_1710 x3x2x1 899.8164220452309
poly_217 x2x1x3 899.8142889142036
poly_1671 x3x1x2 899.8236902356148
poly_63 x3x1x2 899.7725678086281
poly_405 x2x1x3 899.825886785984
poly_869 x3x1x2 899.8272646069527
poly_519 x2x1x3 899.8158703446388
poly_35 x2x1x3 899.8226113915443
poly_983 x1x2x3 899.8141718506813
poly_1048 x3x2x1 899.7703569531441
poly_499 x2x3x1 899.7772369980812
poly_868 x3x1x2 899.8113024830818
poly_282 x1x2x3 899.7614129185677
poly_954 x1x2x3 899.8250091671944
poly_1730 x2x1x3 899.8167460560799
poly_272 x1x2x3 899.8270779252052
poly_564 x2x1x3 899.8253362774849
poly_311 x2x3x1 899.8285973668098
poly_1893 x1x2x3 899.8167985081673
poly_890 x1x3x2 899.8187995553017
poly_437 x1x3x2 899.8188691735268
poly_428 x1x2x3 899.8723929524422
poly_772 x1x3x2 899.8238082528114
poly_1113 x2x1x3 899.8283851742744
poly_599 x2x1x3 899.8307858109474
poly_1458 x1x3x2 899.8264349102974
poly_137 x2x3x1 899.8242672085762
poly_1400 x1x2x3 899.8194528222084
poly_1030 x2x3x1 899.8126967549324
poly_1169 x2x3x1 899.7728443741798
poly_1419 x3x1x2 899.8308120369911
poly_458 x1x3x2 899.8195176720619
poly_1758 x3x2x1 899.8253868222237
poly_915 x1x2x3 899.8262699246407
poly_436 x1x3x2 899.8185804486275
poly_1026 x3x2x1 899.8294642567635
poly_219 x3x1x2 899.8296774029732
poly_333 x2x1x3 899.8279811501503
poly_1016 x3x1x2 899.821902191639
poly_1994 x2x1x3 899.8262039780617
poly_374 x2x3x1 899.8145493626595
poly_130 x3x2x1 899.7646211743355
poly_1760 x2x1x3 899.773244535923
poly_667 x1x2x3 899.8145774960518
poly_1355 x3x1x2 899.8195108532906
poly_1664 x3x2x1 899.8235773205757
poly_209 x1x2x3 899.8261257767678
poly_901 x1x3x2 899.814703142643
poly_116 x2x3x1 899.8119913697243
poly_1434 x1x3x2 899.7651378273964
poly_704 x3x1x2 899.8286818623543
poly_1455 x1x3x2 899.821742451191
poly_820 x2x1x3 899.8281010746956
poly_151 x2x1x3 899.8226479649544
poly_1051 x3x2x1 899.8244010567665
poly_1072 x1x2x3 899.8261458039284
poly_404 x2x1x3 899.821076309681
poly_1496 x2x1x3 899.7721785664559
poly_1429 x3x1x2 899.8118075489998
poly_757 x1x2x3 899.8236207127571
poly_76 x2x3x1 899.8162588238716
poly_1161 x2x3x1 899.8256575226784
poly_357 x2x1x3 899.8275939583779
poly_1724 x2x3x1 899.8306891083718
poly_1258 x2x3x1 899.8220616936684
poly_1707 x2x1x3 899.7735199093819
poly_204 x3x2x1 899.8248185276985
poly_1786 x2x1x3 899.8300019860268
poly_895 x3x1x2 899.8226443886757
poly_364 x3x1x2 899.8240079045296
poly_1898 x1x2x3 899.824477827549
poly_933 x2x1x3 899.8236211895943
poly_61 x2x1x3 899.8154591679573
poly_1941 x2x3x1 899.8152343392372
poly_1226 x1x3x2 899.8276123166085
poly_551 x3x1x2 899.8269597649575
poly_111 x2x1x3 899.7703470349312
poly_1104 x2x1x3 899.7775992810726
poly_39 x1x2x3 899.8172039449215
poly_1722 x3x1x2 899.8207013070584
poly_550 x2x1x3 899.8211926877499
poly_1782 x2x1x3 899.8218101918698
poly_1257 x3x2x1 899.8153674066067
poly_1527 x3x1x2 899.82283706069
poly_1281 x2x3x1 899.8056113183499
poly_338 x3x2x1 899.7683462560177
poly_1003 x2x1x3 899.8185479104519
poly_278 x3x1x2 899.8172103822232
poly_1867 x1x3x2 899.8301236093045
poly_1378 x3x2x1 899.825996106863
poly_65 x2x3x1 899.7704803407192
poly_1029 x2x3x1 899.8223785817623
poly_126 x3x2x1 899.8162145078182
poly_613 x2x1x3 899.7712962090969
poly_988 x1x2x3 899.7223085820675
poly_1410 x3x1x2 899.8269154489041
poly_1646 x1x2x3 899.7745670735836
poly_1551 x2x1x3 899.823274320364
poly_703 x2x3x1 899.8200723588467
poly_360 x2x1x3 899.77796048522
poly_1321 x3x2x1 899.8240928113461
poly_555 x1x2x3 899.8257405221462
poly_1414 x2x3x1 899.8221449315548
poly_1665 x2x3x1 899.8205940186978
poly_658 x3x2x1 899.8299693524838
poly_1592 x2x3x1 899.8283326089382
poly_45 x1x2x3 899.7769307553768
poly_1408 x2x3x1 899.8249427735806
poly_832 x2x1x3 899.8262814939022
poly_722 x2x1x3 899.8300516068936
poly_243 x1x3x2 899.7709342896939
poly_1481 x1x3x2 899.819526141882
poly_1291 x3x1x2 899.8288037240505
poly_1765 x1x3x2 899.8293625772
poly_1948 x2x1x3 899.8273541390896
poly_636 x1x3x2 899.8236314713955
poly_1974 x3x2x1 899.8233079373837
poly_1762 x2x1x3 899.8277354359627
poly_760 x3x2x1 899.7721789002419
poly_589 x1x2x3 899.8271472573281
poly_1818 x3x2x1 899.8244979500771
poly_623 x2x1x3 899.8228154301644
poly_1921 x2x1x3 899.8251218914986
poly_12 x3x2x1 899.8255088448525
poly_679 x3x2x1 899.8231673359871
poly_1042 x1x2x3 899.7758803486824
poly_1004 x2x3x1 899.825498354435
poly_1246 x2x1x3 899.8164277195931
poly_1612 x2x1x3 899.8229630112648
poly_1432 x3x1x2 899.8101375222207
poly_1954 x1x2x3 899.8259718537331
poly_244 x2x3x1 899.8253626942635
poly_129 x1x3x2 899.7699012875557
poly_1518 x3x2x1 899.8201747059823
poly_1982 x3x1x2 899.7741334557534
poly_1511 x1x2x3 899.8124680638314
poly_686 x1x2x3 899.8225045323372
poly_1807 x2x3x1 899.8283236145974
poly_522 x2x3x1 899.8201756596566
poly_515 x2x3x1 899.7686214566231
poly_1478 x2x3x1 899.7622039437294
poly_1744 x3x1x2 899.7757949948311
poly_1705 x3x2x1 899.8170440316201
poly_812 x3x2x1 899.821905386448
poly_173 x3x1x2 899.8214678883553
poly_1653 x1x3x2 899.7722127556801
poly_461 x3x1x2 899.8195028424263
poly_627 x1x2x3 899.8279392838479
poly_85 x3x2x1 899.8207211613656
poly_161 x3x1x2 899.7749335885048
poly_663 x3x2x1 899.8272676587105
poly_346 x3x2x1 899.7713225007058
poly_34 x1x3x2 899.8127191185952
poly_1248 x3x2x1 899.8272767186165
poly_1060 x1x3x2 899.8233215928078
poly_922 x3x1x2 899.8217423081398
poly_1878 x3x1x2 899.816294682026
poly_1227 x1x2x3 899.8170165300369
poly_69 x3x2x1 899.8227605104446
poly_1550 x3x1x2 899.8222910642623
poly_67 x2x1x3 899.8133122205734
poly_822 x2x1x3 899.8215073823928
poly_651 x1x3x2 899.7758599996566
poly_495 x3x1x2 899.7728249311447
poly_1901 x1x2x3 899.7616423845291
poly_1873 x3x1x2 899.8109041929245
poly_600 x1x3x2 899.8244227647781
poly_1112 x3x2x1 899.8240370035171
poly_68 x1x3x2 899.8159553289413
poly_1212 x2x1x3 899.8193482637405
poly_394 x2x3x1 899.7729341268539
poly_975 x2x1x3 899.7770225286483
poly_1076 x2x3x1 899.7689842462539
poly_876 x3x1x2 899.8300060510635
poly_844 x2x3x1 899.8300623178482
poly_1351 x1x3x2 899.8313566923141
poly_214 x3x1x2 899.7709373712539
poly_1659 x3x1x2 899.8240403413772
poly_41 x3x2x1 899.7695049524307
poly_1715 x1x3x2 899.8220299959182
poly_1811 x1x2x3 899.8105863809585
poly_1034 x1x2x3 899.7665647745132
poly_1537 x3x1x2 899.8266510248184
poly_506 x2x3x1 899.7692023992538
poly_1325 x1x3x2 899.7663833379745
poly_729 x2x1x3 899.8223768949508
poly_1358 x2x1x3 899.829249548912
poly_545 x3x2x1 899.8229204893112
poly_1180 x3x1x2 899.8269535779953
poly_1106 x2x1x3 899.8267480611801
poly_1855 x1x3x2 899.8210882425308
poly_896 x2x1x3 899.8150836706161
poly_18 x3x2x1 899.8192111730575
poly_880 x2x1x3 899.8193415880203
poly_1882 x1x3x2 899.7701477289199
poly_802 x1x3x2 899.8165444612503
poly_459 x1x2x3 899.8184448957443
poly_310 x3x1x2 899.8262857496738
poly_1985 x2x3x1 899.8181573450565
poly_575 x2x3x1 899.8221785128117
poly_1075 x2x3x1 899.7758494913578
poly_765 x3x1x2 899.8297668993473
poly_400 x2x3x1 899.8194445669651
poly_496 x3x2x1 899.8262085020542
poly_1274 x1x3x2 899.7737027704716
poly_1393 x2x3x1 899.7692841589451
poly_385 x3x2x1 899.8274439871311
poly_861 x1x3x2 899.8246830999851
poly_1326 x1x2x3 899.7699119150639
poly_408 x3x2x1 899.8211273252964
poly_1913 x1x2x3 899.8286124765873
poly_1464 x2x1x3 899.8162843286991
poly_565 x3x2x1 899.7679611742496
poly_1385 x3x1x2 899.8254274427891
poly_804 x3x2x1 899.8177670538425
poly_1688 x3x2x1 899.7762154638767
poly_1657 x3x1x2 899.7708012163639
poly_1015 x3x2x1 899.819001108408
poly_1500 x1x2x3 899.7759362757206
poly_1725 x1x2x3 899.7215639650822
poly_1647 x1x2x3 899.8158189356327
poly_1152 x2x1x3 899.7796937525272
poly_1828 x2x1x3 899.8208099901676
poly_60 x1x2x3 899.8280719816685
poly_150 x2x3x1 899.8189209997654
poly_51 x3x2x1 899.8183645308018
poly_513 x1x3x2 899.7236188948154
poly_1145 x2x1x3 899.7674118578434
poly_1696 x2x3x1 899.8210689127445
poly_321 x3x1x2 899.8262020647526
poly_827 x3x1x2 899.8131722509861
poly_1395 x1x3x2 899.8272477686405
poly_543 x1x2x3 899.8280149996281
poly_1233 x3x1x2 899.8220161497593
poly_445 x1x2x3 899.8250633776188
poly_781 x2x3x1 899.8226896822453
poly_1862 x3x2x1 899.8219374716282
poly_1774 x3x1x2 899.819830006361
poly_561 x1x3x2 899.8237713038922
poly_332 x3x1x2 899.7575894057751
poly_1576 x1x2x3 899.8121629416943
poly_775 x3x2x1 899.722122257948
poly_619 x2x3x1 899.8146784961224
poly_1237 x1x3x2 899.8216341197491
poly_576 x1x2x3 899.8239527404309
poly_1772 x1x3x2 899.7590184867382
poly_1634 x1x3x2 899.7708440482617
poly_1559 x2x3x1 899.8226819694042
poly_673 x1x2x3 899.8213387191296
poly_1682 x2x1x3 899.8271601855755
poly_605 x2x3x1 899.8301947772503
poly_1240 x1x3x2 899.8193004786968
poly_169 x1x3x2 899.8164575755596
poly_741 x2x1x3 899.8212385833264
poly_1721 x2x1x3 899.828199928999
poly_0 x2x3x1 899.8287549674511
poly_475 x3x2x1 899.818928784132
poly_934 x1x2x3 899.7652648150921
poly_611 x2x1x3 899.8266239821911
poly_74 x1x3x2 899.768319195509
poly_1897 x2x1x3 899.8227773368359
poly_552 x2x1x3 899.7696412265301
poly_1545 x1x3x2 899.763623303175
poly_208 x2x3x1 899.8128367125988
poly_287 x3x1x2 899.8201068103314
poly_1988 x2x1x3 899.8260067164898
poly_1456 x2x1x3 899.8275385558605
poly_123 x2x1x3 899.7719321906567
poly_1182 x2x3x1 899.7712133586407
poly_1242 x3x1x2 899.8232746779919
poly_1703 x1x3x2 899.8213544547558
poly_1932 x3x2x1 899.7715335547924
poly_694 x3x1x2 899.8214188277722
poly_1040 x3x2x1 899.8286147773266
poly_361 x1x2x3 899.7776840388775
poly_4 x1x2x3 899.8236613929272
poly_33 x1x2x3 899.8204746901989
poly_487 x1x3x2 899.8277829885483
poly_1542 x2x3x1 899.8274363279343
poly_54 x1x3x2 899.7695852518082
poly_308 x2x3x1 899.8203772306442
poly_433 x1x2x3 899.8273991346359
poly_1445 x2x1x3 899.7749570608139
poly_342 x3x2x1 899.7673724889755
poly_622 x3x1x2 899.8210948705673
poly_239 x1x2x3 899.8262351751328
poly_1219 x2x3x1 899.7696162462234
poly_1544 x2x1x3 899.8233026266098
poly_322 x3x2x1 899.7785967588425
poly_754 x1x2x3 899.8187977075577
poly_1488 x2x1x3 899.7645322084427
poly_207 x2x3x1 899.8196002244949
poly_1793 x3x2x1 899.8200987577438
poly_1970 x2x1x3 899.8245621919632
poly_1392 x2x3x1 899.8243461847305
poly_1239 x3x1x2 899.8237928152084
poly_3 x2x1x3 899.8201190233231
poly_815 x3x2x1 899.8267642259598
poly_731 x1x3x2 899.8221048116684
poly_1160 x3x1x2 899.7728534936905
poly_1884 x2x3x1 899.8243280649185
poly_928 x1x2x3 899.8263469934464
poly_1123 x1x2x3 899.766691327095
poly_1984 x3x1x2 899.8211976289749
poly_350 x1x2x3 899.7734538316727
poly_441 x1x3x2 899.8043969869614
poly_1831 x1x3x2 899.8265637159348
poly_562 x1x3x2 899.8296099901199
poly_1041 x3x1x2 899.826523900032
poly_586 x3x2x1 899.8195842504501
poly_1536 x3x2x1 899.8121198415756
poly_1821 x2x1x3 899.8239132165909
poly_1373 x1x2x3 899.819745182991
poly_24 x1x3x2 899.82455265522
poly_1874 x2x3x1 899.8285163640976
poly_532 x3x1x2 899.8158332109451
poly_830 x1x3x2 899.829970240593
poly_1636 x3x2x1 899.8300738990307
poly_632 x3x2x1 899.8197737395764
poly_25 x3x2x1 899.8168261706829
poly_147 x2x1x3 899.8246179282665
poly_1316 x2x1x3 899.8290515601635
poly_1185 x1x3x2 899.7695241630078
poly_1116 x1x3x2 899.82396966815
poly_339 x2x1x3 899.8208029925823
poly_735 x1x2x3 899.8292966544628
poly_1270 x3x2x1 899.7774677932263
poly_534 x1x2x3 899.7718499362469
poly_1146 x2x1x3 899.8237860858441
poly_1078 x2x1x3 899.8234198749066
poly_230 x1x2x3 899.8222039401531
poly_1580 x2x1x3 899.8249993979931
poly_1899 x1x2x3 899.7660170257092
poly_1922 x2x1x3 899.8278697192669
poly_1961 x1x3x2 899.8270362079144
poly_1966 x1x2x3 899.812941378355
poly_1211 x2x1x3 899.7622669398785
poly_730 x2x3x1 899.8046312987805
poly_1609 x3x2x1 899.7651644408703
poly_43 x3x2x1 899.8191705405712
poly_252 x3x1x2 899.8258729636669
poly_997 x2x1x3 899.7796533763409
poly_62 x3x2x1 899.8236962020397
poly_999 x2x1x3 899.8174687087536
poly_1437 x3x1x2 899.8238628566265
poly_1213 x3x2x1 899.8238800227642
poly_1460 x2x1x3 899.8263054549694
poly_637 x1x3x2 899.8292298972607
poly_601 x2x3x1 899.8142424285412
poly_1812 x2x3x1 899.8312698066235
poly_66 x3x1x2 899.7743526160717
poly_1604 x1x3x2 899.8276253402233
poly_536 x3x1x2 899.8178001105786
poly_817 x2x1x3 899.821231430769
poly_363 x3x1x2 899.8203223407269
poly_767 x2x3x1 899.8215852439404
poly_427 x2x3x1 899.815069025755
poly_877 x1x2x3 899.759526865823
poly_1120 x2x3x1 899.8190704754421
poly_626 x2x3x1 899.8225494793484
poly_603 x3x1x2 899.824784891946
poly_881 x3x1x2 899.7624308041164
poly_837 x2x3x1 899.8225881031582
poly_345 x3x1x2 899.8169373444149
